index,NOMBRE_ENTIDAD
2488,E.S.E. Hospital Universitario de Sincelejo
2494,Fortul
2495,Rosas
2504,Cubarral
2507,E.S.E. Hospital Santander - Caicedonia
2522,Marsella
2530,Galapa
2531,E.S.E. Hospital San Juan de Dios - Pamplona
2532,Mutiscua
2535,Cachipay
2536,La Paz - Santander
2540,E.S.E. Hospital San Bartolomé - Murindó
2554,Tibirita
2566,Administradora de los Recursos del Sistema General de Seguridad Social en Salud - Unidad Recursos Administrados
2567,Barbacoas
2578,E.S.P. Aguas del Socorro S.A.
2582,Toca
2586,La Florida
2587,E.S.P. De Caloto
2593,Empresa de Desarrollo Urbano y Medio Ambiente de Soledad S.A.
2594,Universidad del Magdalena
2595,E.S.E. Hospital San Bernabé - Bugalagrande
2600,Villacaro
2607,Chipaque
2623,Vijes
2624,Barranco de Loba
2640,San Cayetano - Cundinamarca
2642,Piedras
2657,Buenos Aires
2660,E.S.E. Centro de Salud El Rosario
2662,E.S.E. Hospital San Vicente de Paul - Fresno
2670,Arcabuco
2684,Gamarra
2687,La Jagua del Pilar
2689,Imprenta Departamental del Valle del Cauca
2691,E.S.E. Hospital de Chibolo
2693,E.S.E. Hospital San Rafael - Pacho
2705,Panqueba
2706,"E.S.P. Empresa de Acueducto, Alcantarillado y Aseo -Funza"
2712,Plato
2717,El Cairo
2720,Aratoca
2727,Astrea
2729,E.S.E. Hospital San Francisco - Peque
2735,E.S.E. Hospital San Vicente de Paul - Onzaga
2738,Arauquita
2748,Instituto de Infraestructura y Concesiones de Cundinamarca
2750,Tamalameque
2753,E.S.E. Hospital del Perpetuo Socorro de Villavieja
2755,E.S.E. Centro de Salud San Pablo de Borbur
2762,Yotoco
2767,Hospital Nuestra Señora del Rosario de Chiquinquirá del Municipio de Coello Tolima E.S.E.
2771,Quebradanegra
2777,Toro
2785,E.S.P. de Santander S.A.
2787,Instituto Municipal de Transportes y Tránsito de Maicao
2796,E.S.E. Hospital San Roque - Pradera
2804,Instituto Municipal de Cultura de Restrepo
2805,Floresta
2807,Instituto Municipal de Deportes de Venadillo
2810,E.S.E. Hospital Local - Obando
2837,Ecopetrol Energía S.A.S. E.S.P.
2849,El Copey
2855,E.S.E. Hospital San Rafael - Ebéjico
2859,Sucre - Santander
2870,"E.S.P. de Acueducto, Alcantarillado y Aseo de Mogotes S.A.."
2885,Escuela Nacional del Deporte
2889,E.S.E. Hospital Local Materno Infantil - Yotoco
2891,Palestina - Caldas
2903,E.S.E. Hospital Local de La Estrella
2910,Curillo
2912,Sociedad Hotelera Tequendama S.A.
2920,Motavita
2926,E.S.E. Pio X del Municipio de la Tebaida Quindío
2928,Buenaventura
2952,Guadalupe - Huila
2965,San Luis de Palenque
2973,Instituto de Cultura y Turismo de Duitama
2977,Los Santos
2993,Instituto de Deportes de Marinilla
2999,Instituto Departamental de Salud de Norte de Santander
3001,Zaragoza
3004,"E.S.P. Empresa de Acueducto, Alcantarillado y Aseo de La Jagua de Ibirico S.A."
3005,Florida
3010,Los Patios
3020,Instituto Municipal de Deportes Imdeportes - Turbo
3029,Corinto
3039,Regidor
3049,E.S.E. Hospital San Rafael - Santo Domingo
3052,Puerto Santander
3053,E.S.E. Centro de Salud de Majagual
3069,Tabio
3070,Cimitarra
3075,E.S.E. Centro de Salud Camilo Rueda  -Villanueva
3087,E.S.E. Hospital Local de Aguachica
3094,Terminal de Transporte S.A.
3095,E.S.E. del Municipio de Villavicencio
3097,E.S.E. Hospital Santa Cruz - Trujillo
3116,Empresas Varias de Medellín
3121,Instituto Municipal de Deportes de Villavicencio
3125,E.S.E. Hospital Integrado San Juan de Cimitarra
3127,Planeta Rica
3145,Entidad Administradora de Pensiones de Antioquia
3147,E.I.C.E. Empresa de Desarrollo Urbano y Rural de Dosquebradas - EDOS
3150,Barrancas
3152,E.S.E. Hospital Santa Isabel - San Pedro de los Milagros
3163,Anapoima
3185,Marquetalia
3191,Central de Abastecimientos del Valle del Cauca S.A.
3197,E.S.E. Norte 1
3208,E.S.P. Aguas y Aseo del Macizo S.A.
3212,E.S.P. Empresas Varias de Caicedonia
3214,Sapuyes
3218,Anserma de los Caballeros
3227,E.S.E. Hospital Ismael Perdomo - Villahermosa
3230,Paratebueno
3232,E.S.E. Hospital Santa Matilde - Madrid
3241,E.S.E. Sor Teresa - Adele
3246,El Charco
3252,San Alberto
3259,Cravo Norte
3265,Tenerife
3271,Puerto Rico - Meta
3280,San Pedro - Sucre
3285,Instituto para la Recreación y el Deporte en el Municipio de Santa Fe de Antioquia
3286,E.S.E. Hospital San Vicente de Paul - Mistrató
3324,Valor + S.A.S
3331,E.S.P. Aguas de Morrosquillo S.A.
3333,Monterrey
3334,E.S.P. Vallecaucana de Aguas S.A.
3338,El Espinal
3351,Malambo
3353,La Jagua de Ibirico
3358,E.S.E. Centro de Salud - San Miguel
3362,E.S.E Subred Integrada de Servicios de Salud Sur
3368,Campamento
3374,Instituto de Investigaciones Ambientales del Pacífico Jhon Von Newman
3391,Instituto de Movilidad de Pereira
3397,E.S.E. Centro de Salud de Ricaurte
3405,San Antero
3414,Ulloa
3419,Nueva Empresa Promotora de Salud S.A.
3425,E.S.P. Aguas de Córdoba S.A.
3427,Almeida
3431,E.S.E. Hospital Nuestra Señora del Carmen
3447,E.S.E. Hospital Salazar de Villeta
3455,Hospital Santa Ana - Pijao
3458,I.P.S. Centro de Salud de Coromoro
3461,Ituango
3471,E.S.E. Hospital Regional del Magdalena Medio
3474,Coyaima
3477,E.S.E. Hospital Luis Felipe Cabrera - Algeciras
3492,Angostura
3501,E.S.E. Hospital San Pablo -Tarso
3503,E.S.E. Hospital San Roque - El Carmen de Atrato
3525,E.S.P. Empresas Municipales de Tibasosa
3530,Empresas Municipales de Miranda
3533,E.S.E. Hospital Local Candelaria
3535,E.S.E. Hospital Marco A. Cardona - Maceo
3539,Arboledas
3541,E.S.P. Domiciliarios de Liborina S.A.
3555,E.S.E. Hospital Profesor Jorge Cavelier
3563,E.S.E. Red Salud del Centro del Municipio de Cali
3603,Empresa de Acueducto y Alcantarillado de Sincelejo
3605,E.S.E. Hospital 7 de Agosto de Plato - Magdalena
3613,Susa
3616,E.S.E. Hospital Lorencita Villegas - Samaniego
3627,Caldono
3632,Villahermosa
3634,Litoral del San Juan (Santa Genoveva de D.)
3667,Miraflores - Guaviare
3673,Agencia Nacional Inmobiliaria Virgilio Barco Vargas
3693,E.S.E. Hospital Universitario San Rafael de Tunja
3705,E.S.E. Hospital Local San Miguel - Olaya
3715,Venadillo
3729,La Equidad Seguros de Vida Organismo Cooperativo
3734,E.S.E. Hospital San Juan de Dios - Ituango
3752,Santander de Quilichao
3760,E.S.P. Aguas Nacionales EPM S.A.
3764,E.S.E. Red salud Armenia
3769,Guamal - Meta
3770,Terminal de Transporte de Cartagena S.A.
3782,Salamina - Caldas
3786,E.S.E. Centro de Salud Juan Francisco Berbeo
3789,Cuaspud (Carlosama)
3809,Universidad Nacional de Colombia
3825,Momil
3828,San Luis - Tolima
3831,Majagual
3832,Puerto Escondido
3839,E.S.E. Hospital Regional de San Gil
3853,Terminal de Transportes de Valledupar S.A.
3876,Puerta de Oro Empresa de Desarrollo Caribe S.A.S
3880,E.I.C.E. Amable
3883,Terminal de Transportes de Manizales S.A E.I.C.E
3889,Olaya Herrera (Bocas de Satinga)
3896,Abejorral
3903,E.S.P de Santa Fe de Antioquia S.A.S E.S.P
3909,Empresa de Desarrollo Territorial Urbano y Rural de Risaralda
3911,E.S.E. Hospital San Carlos - Aipe
3915,Asociación de Municipios del Pacifico Sur - Colombia
3929,Toluviejo
3934,Skynet de Colombia S.A. E.S.P.
3941,Sociedad Almidones de Sucre S.A.S
3958,Pamplona
3960,E.S.E. Centro de Salud de Linares - Jorge Zambrano
3971,E.S.E. Hospital San Antonio - Betania
3985,San Luis de Gaceno
3990,E.S.P. Aseobando S.A.
3995,"E.S.P. Empresa de Acueducto, Alcantarillado y Aseo de Saladoblanco S.A."
3997,Aquitania
4002,U.A.E Agencia para la Infraestructura del Meta
4016,Chima - Santander
4024,E.S.P. Aguas de Bolívar S.A.
4041,Esenttia Masterbatch Ltda
4061,Fondo de Vivienda Popular del Municipio de la Dorada
4062,E.S.P. Empresa Municipal de Aseo - Floridablanca
4063,E.S.P. Empresa de Servicios de Nobsa S.A.
4064,E.S.P. Jaguazul S.A. - Montelibano
4065,E.S.P CITYLUM S.A.S
4067,Tesalia
4073,San Benito
4075,Instituto Departamental de Deportes del Cauca
4082,Hospital Maria Auxiliadora Empresa Social del Estado del Municipio de Mosquera
4095,Instituto Departamental de Cultura del Meta
4103,Industria Licorera del Cauca
4107,Bituima
4164,E.S.E. Camu de Moñitos
4165,Universidad Surcolombiana
4168,Villanueva - Guajira
4190,E.S.E. Cxayu Ce Jxut
4208,Caucasia
4210,E.S.E. Hospital San Rafael - Leticia
4234,E.S.P. Servidolores
4248,Salazar de las Palmas
4289,E.S.E. Hospital Departamental San Rafael - Zarzal
4297,Sociedad de Acueductos y Alcantarillados del Huila - Aguas del Huila S.A.
4312,Mallama (Piedrancha)
4315,E.S.E. Hospital Local Santa Rosa de Lima
4318,Empresa de Desarrollo Urbano de Pereira - EDUP
4326,Labateca
4337,Fondo Nacional de Porcicultura
4350,San Juan del Cesar
4353,E.S.E. Hospital Local de Carepa
4381,San Onofre
4394,Hospital La Misericordia - San Antonio
4437,Fondo Nacional de Prestaciones Sociales del Magisterio
4448,Nueva Granada
4451,E.S.P. de la Cruz
4457,Instituto Departamental de Deportes de Antioquia
4479,Empresa Comercial de Juegos de Suerte y Azar de Sucre
4483,E.S.E. Centro de Salud los Palmitos - Sucre
4485,Hospital San Antonio - Barbacoas
4487,Sociedad Terminal de Transporte Terrestre de Ipiales S.A.
4489,E.S.E. I.P.S. del Municipio de Cartago
4490,E.S.P. de Barichara S.A.
4503,E.S.E. San Antonio de Padua - Pinchote
4511,San Fernando
4522,Teruel
4523,E.S.P. de la Calera
4539,E.S.E. Hospital Regional Occidente - Norte de Santander
4552,E.S.E. Centro de Salud - Cotorra
4595,E.S.E. Pasto Salud
4612,Cicuco
4622,Socotá
4631,E.S.E. Hospital Pio XII - Argelia
4644,Morelia
4672,San Jacinto del Cauca
4674,Planadas
4689,Empresa de Obras Sanitarias de Pasto
4706,Asociación de Municipios del Centro del Departamento del Tolima
4716,Palmar de Varela
4730,E.S.P. Empresa de Acueducto y Alcantarillado de Silvia
4752,E.S.E. Hospital San Antonio - Cisneros
4762,E.S.E. Villa del Rosario
4778,E.S.P. Aguas y Aseo de El Pital S.A.
4781,Entidad Promotora de Salud Sanitas S.A.S.
4788,Ovejas
4800,Iza
4805,Gigante
4810,San Calixto
4811,Hobo
4812,Solita
4813,Terminal de Transportes de Barranquilla S.A.
4817,E.S.E. Metrosalud
4824,El Dovio
4833,Zona Bananera
4849,Almaguer
4853,E.S.E Subred Integrada de Servicios de Salud Sur Occidente
4860,Manta
4861,Sativanorte
4876,E.S.E. Hospital Heli Moreno Blanco - Pailitas
4879,E.S.E. Hospital Cerro de San Antonio
4887,E.S.P Domiciliarios de el Castillo S.A
4900,Tunja
4909,Fondo Nacional del Ahorro
4915,Montebello
4929,Universidad de Pamplona
4953,Balboa - Risaralda
4961,E.S.P del Municipio de San Miguel S.A.
4965,Caligen Ltda.
4976,Mongua
4997,Empresa de Obras Sanitarias de Taminango - EMPOTAM E.S.P
4999,Murillo
5039,Empresa de Vivienda y Desarrollo Urbano y Rural del Municipio de Envigado - DEsur
5043,E.I.C.E de Mercados del Municipio de Santander de Quilichao
5047,E.S.E. Hospital San Rafael - Albania
5062,E.S.E. Hospital Dptal. San Juan Bautista - Chaparral
5065,E.S.E. Centro de Salud de Guaranda - Sucre
5066,E.S.E. Hospital de Pedraza
5071,Mahates
5085,Restrepo - Meta
5086,E.S.E. Salud Dorada
5088,E.S.E. Hospital Regional  - Granada
5098,E.S.E. Hospital Departamental San Antonio - Pitalito
5100,E.S.E. Hospital San Juan Bosco
5101,E.S.P. Aguas de Barrancabermeja S.A.
5103,Valencia
5132,E.S.E.Camilo Trujillo Silva - Palestina
5159,San Diego
5179,E.S.P. Acueducto Metropolitano de Bucaramanga S.A.
5181,E.S.E. Hospital Cristo Rey - Balboa
5197,Canalete
5201,Flandes
5202,El Tarra
5213,E.S.E. Centro de Salud Camilo Hurtado Cifuentes
5245,E.S.E. Salud Yopal
5253,Bello
5255,E.S.E. Hospital Municipal de El Dorado
5261,E.S.P Aguas la Cristalina S.A
5274,E.S.E. Centro de Salud San Juan de Dios - El Pital
5286,Instituto Distrital de las Artes
5288,E.S.P. Sociedad Aguas de Arcabuco S.A.
5303,Procolombia
5310,E.S.E. Hospital San Rafael - Pueblorrico
5318,Central de Transportes de Santa Marta Ltda.
5319,Junta Municipal de Deportes - San Francisco
5325,E.S.E. Hospital Santa Catalina - El Cairo
5347,Empresa Colombiana de Productos Veterinarios S.A.
5358,E.S.E Subred Integrada de Servicios de Salud Centro Oriente
5359,Consejo Nacional de Arquitectura
5375,Beneficencia de Cundinamarca
5389,Cuerpo Oficial de Bomberos - Dosquebradas
5391,E.S.E. Hospital San Vicente de Paul - Santa Rosa de Cabal
5395,E.S.E. Hospital Local Municipal de Hobo - Huila
5398,E.S.E. Centro Hospital San Luis - El Tambo
5417,E.S.P. de Herveo S.A.
5425,La Llanada
5427,Pajarito
5461,E.S.E. Hospital Local la Candelaria - Rioviejo
5480,Pinchote
5528,Onzaga
5546,Instituto Municipal de Vivienda de Yumbo
5574,E.S.E. Hospital Mental - Filandia
5582,Sevilla
5607,Hospital San Carlos - Saldaña
5630,Instituto Municipal de Vivienda y Reforma Urbana de Zarzal
5633,Tiquisio
5652,Axa Colpatria Seguros de Vida S.A.
5683,Algarrobo
5702,E.S.P. Empresa de Servicios de Curillo S.A.
5730,Empresa de Transporte de Bucaramanga
5734,E.S.E. Hospital San Rafael Nivel II
5738,Repelón
5746,I.P.S. Centro de Salud de Cabrera
5755,Dagua
5767,La Dorada
5778,Berbeo
5812,Solano
5842,E.S.E. Hospital Integrado San Bernardo de Barbosa
5843,E.S.E. Centro de Salud de Paya
5854,Junta Municipal de Deportes de Ricaurte - Cundeportes
5861,Internexa S.A.
5876,Beneficencia del Valle del Cauca
5910,Buenavista - Sucre
5914,Soplaviento
5916,E.S.P Occidente limpio S.A.S
5923,E.S.E. Centro de Salud de Sapuyes
5940,Seguros de Vida Suramericana S.A.
5948,E.S.E. Jaime Alvarado y Castilla - Arauca
5951,Otanche
5954,E.S.E. Hospital San Antonio - Manzanares
5964,Instituto de Deporte y Recreación - San Juan Nepomuceno
5997,La Cumbre
5998,Ente Deportivo Municipal Santa Rosa de Viterbo
6011,Giraldo
6015,E.S.E. Hospital San Isidro - Alpujarra
6025,E.S.E. Hospital San Rafael - Heliconia
6037,"Ministerio de Vivienda, Ciudad y Territorio"
6038,I.P.S.I. Supula Wayuu
6065,E.S.E. Hospital de Sarare - Saravena
6099,E.S.E. Hospital Local de Piedecuesta
6102,Instituto de Patrimonio y Cultura - Cartagena de Indias
6120,Santa Rosa Norte
6128,E.S.P. Empresa de Acueducto Alcantarillado y Aseo del Municipio de Chalan S.A.
6138,Instituto Municipal de Deportes de Arboletes
6146,E.S.E. Hospital San Juan de Dios - Lebrija
6183,Carepa
6209,Palmas del Socorro
6219,E.S.E. Centro de Salud Samuel Villanueva Valest - El Banco
6225,E.S.E. Hospital Departamental Centenario de Sevilla
6230,E.S.P. Sociedad de Aseo y Alcantarillado Serviulloa S.A.
6248,E.S.E. Norte 2
6267,Arenal
6300,E.S.E. Centro de Salud San Francisco
6327,Aguada - Santander
6330,Chita
6369,E.S.E. Centro de Salud la Uvita
6377,E.S.P Domiciliarios de Acueducto Alcantarillado y Aseo de CURITI S.A.S
6383,Fondo Cuenta de Impuestos al Consumo de Productos Extranjeros
6388,E.S.E. Hospital Departamental San Antonio de Padua - La Plata
6398,E.S.P. de Santo Domingo
6399,Nutriceres S.A.S.
6445,Empresa de Licores de Cundinamarca
6462,"Camara de Comercio de Girardot, Alto Magdalena y Tequendama"
6477,La Merced
6478,Empresa Social del Estado Salud Pesca
6490,E.S.P Empresas de Servicios Publicos de Pueblo Bello S.A.S
6493,"E.S.P. Empresa de Acueducto, Alcantarillado y Aseo de Tenza S.A."
6508,Recetor
6535,Centrales de Transportes S.A.
6536,E.S.P. Empresa de Servicios de San Marcos
6540,E.S.P. Aguas del Magdalena S.A.
6564,Pijao
6567,E.S.E. Hospital San Isidro - Giraldo
6584,E.S.E. Hospital el Carmen - Amalfi
6601,E.S.E. Hospital Local de Tenerife
6602,Pensiones de Antioquia - Fondo Reserva de Vejez
6605,Instituto de Turismo de Villavicencio
6622,E.S.E. Hospital Pedro Nel Cardona - Arboletes
6635,E.S.E. Camu - San Pelayo
6642,I.P.S.I. Anashiwaya
6668,Alto del Rosario
6679,San Gil
6683,Hato Nuevo
6704,E.S.E. Hospital  Francisco de Paula Santander  - Santander de Quilichao
6710,E.S.E. Hospital Pedro Claver Aguirre - Toledo
6718,La Vega - Cauca
6752,E.S.E. Hospital Regional Norte
6768,E.S.E. Santa Teresita
6778,E.S.E Centro de Salud - Arcabuco
6781,Promotora Ferrocarril de Antioquia S.A.S
6783,E.S.E. Hospital de Salamina
6786,E.S.E. Hospital Local San Benito Abad
6825,E.S.E. Hospital San Vicente - Arauca
6844,E.S.E. Hospital Santander Herrera  - Pivijay
6853,E.S.E. Hospital Regional San Vicente de Paul - Caldas
6877,E.S.E. Centro de Salud Macanal
6887,"E.S.P. Empresa de Servicios de Acueducto, Alcantarillado y Aseo de Apulo S.A."
6895,E.S.E. Centro de Salud Pauna - Edgar Alonso Pulido
6952,E.S.P. Empresa de Servicios Varios la Victoria S.A.
6981,E.S.E. Hospital Departamental San Antonio de Marmato - Caldas
6997,E.S.E. Hospital Ricaurte
7019,Instituto Municipal de Vivienda de Restrepo Valle
7033,E.S.E. Hospital Local Cartagena de Indias
7044,E.S.P. Servipuli S.A.
7096,E.S.E. Hospital de Caldas
7097,La Esperanza
7104,E.S.P de Tena S.A
7107,E.S.E. Hospital Santa Ana de los Caballeros - Ansermanuevo
7114,E.S.E. Hospital San Vicente de Paul - San Carlos
7124,Instituto Municipal de Deporte y Recreación - Ulloa
7126,I.P.S. Centro de Salud San Benito
7130,Universidad Popular del Cesar
7158,E.S.E. Hospital San Juan de Dios - Barichara
7186,Albania - Guajira
7194,Comercializadora Lottired S.A.S.
7216,Fondo Nacional de Fomento de la Papa
7228,Padilla
7251,E.S.E. Hospital San Bernardo - Filadelfia
7257,Polonuevo
7281,Instituto Municipal de Deportes - El Doncello
7285,Instituto para el Desarrollo del Cesar
7295,E.S.E. Hospital San Antonio
7307,E.S.E. Centro de Salud de Norcasia
7322,Departamento Administrativo Distrital del Medio Ambiente
7329,E.S.E. Salud Pereira
7330,Atrato
7340,E.S.E. Hospital Nivel I - El Bordo
7447,Universidad del Tolima
7456,Rovira
7464,E.S.E. Hospital La Inmaculada - Chimichagua
7523,Puerto Libertador
7547,"Instituto de Deporte,cultura y turismo de Subachoque"
7658,E.S.E. Hospital San Rafael - Angostura
7674,E.S.E. San Pedro de Cumbitara
7683,E.S.E. Empresa de Salud de Soacha
7686,Gramalote
7704,Pradera
7742,E.S.E. Hospital Municipal Jorge Isaac Rincon Torrez
7802,E.S.E. Hospital - Cumbal
7818,E.S.E. Centro de Salud San Roque - Alvarado
7821,San Estanislao
7832,Montenegro
7890,Bahía Solano - Ciudad Mutis
7894,E.S.E. Hospital de El Paso - Hernando Quintero Blanco
7907,E.S.E. Hospital Departamental San Vicente de Paul - Aranzazu
7997,E.S.E. Hospital Santa Ana
8008,E.S.E. Hospital San Antonio - Montebello
8070,I.P.S. Centro de Salud San Antonio California - Santander
8092,E.S.E. Centro de Salud Sabanagrande
8105,Unidad Central del Valle del Cauca
8113,Manzanares
8160,E.S.E. Hospital de Tamalameque
8217,Instituto Municipal de Deportes de Malambo
8223,E.S.E. Centro de Salud de Iles
8227,Esenttia S.A
8245,E.S.E. Hospital Local de San Juan Nepomuceno
8248,E.S.E. Hospital San Vicente de Paul - Prado
8251,San Rafael
8319,Terminal de Transportes de Buenaventura
8322,Fondo Nacional Cerealista
8352,E.S.E. Hospital San Pedro - Sabanalarga
8357,Santuario - Antioquia
8390,E.S.P. Aguas de Buga S.A.
8396,I.P.S.I. Karaquita
8429,Empresa Social del Estado Santa Rosa de Lima de Paicol
8442,I.P.S. Centro de Salud La Paz
8491,E.S.E Subred Integrada de Servicios de Salud Norte
8532,Instituto de Cultura y Turismo de Yopal
8575,E.S.P. Aguas de Heliconia S.A.
8593,Instituto Popular de Cultura
8605,Consejo Profesional de Geología
8612,Fondo de Vivienda Obrera de Duitama
8657,E.S.E. Hospital Mental Rudesindo Soto
8676,I.P.S.I. Manexka
8703,Terminal de Transportes de Villavicencio S.A.
8712,E.S.E. Red de Salud del Suroriente
8720,Galeras
8721,Instituto Municipal de Cultura y Turismo de Pradera
8727,E.S.E. Hospital Regional San Juan de Dios - Yarumal
8739,Empresa de Desarrollo Urbano y Rural del Municipio de Bello - EDUNORTE
8767,E.S.E. Hospital Local de Arjona
8810,E.S.P. Empresa Regional Aguas del Tequendama S.A.
8834,E.S.E. Hospital Regional Noroccidental - Norte de Santander
8836,Instituto de Vivienda Municipal de Bucaramanga
8899,E.S.E. Suroriente - La Vega
8946,E.S.E. Hospital Local Santa Rita de Cassia
8956,Altamira
8983,Macanal
8991,Santana
9001,E.S.E. Hospital Padre Clemente Giraldo - Granada
9010,Museo Casa de la Memoria
9027,E.S.E. Centro de Salud San Miguel - Arboleda
9034,Sesquilé
9069,Industria Militar
9070,Pinillos
9072,Hospital Sumapaz - Icononzo
9111,"E.S.P. Empresa de Acueducto, Alcantarillado y Aseo - La Vega"
9146,Empresa Municipal de Servicios de Santuario
9202,San Miguel de Sema
9256,Central de Inversiones S.A.
9280,Pupiales
9304,E.S.E. Centro de Salud Funes
9309,Hospital Integrado de Sabana de Torres - Santander
9326,E.S.E. Hospital Santa Ana de Muzo
9327,UNE EPM Telecomunicaciones S.A.
9361,San Antonio
9362,E.S.E. Hospital San Francisco - Villa de Leyva
9371,Empresa de Desarrollo Urbano Piedemonte EICM.
9415,E.S.E. Centro de Salud Con Camas de Montecristo
9420,Empresa Constructora de Vivienda de Tunja
9427,E.S.E. Hospital San Vicente de Paul
9453,E.S.E. Centro de Salud - Buenavista
9516,E.S.E. Centro de Salud - Chitaraque
9579,E.S.E. Hospital San Juan de Dios - Pensilvania
9594,E.S.E. Hospital San Vicente de Paul - Paipa
9610,E.S.P. Agua Rica AAA S.A.
9616,E.S.E. Hospital San Pedro y San Pablo - La Virginia
9619,Empresa Municipal para la Salud
9625,"E.S.P. Empresa de Acueducto, Alcantarillado y Aseo de Ovejas - Sucre"
9635,E.S.P. de Policarpa S.A.
9668,Imprenta Nacional de Colombia
9729,Instituto de Fomento para el Desarrollo de Risaralda
9734,E.S.E. Hospital Nazareth - Uribia
9867,Central Terminal de Transportes de Maicao S.A.
9877,Sucre - Sucre
9878,Villa del Rosario
9965,E.S.E. Hospital Santa Margarita - Copacabana
9970,E.S.E. Hospital San Rafael - Dolores
9986,Instituto Financiero de Casanare
9988,E.S.E. San Isidro - Tona
10060,E.S.E. Hospital San Vicente de Paul - Lorica
10093,La Pintada
10167,Empresa de Desarrollo Urbano de Barranquilla S.A.
10205,E.S.E. Centro de Salud Firavitoba
10240,Herveo
10268,Infotic S.A.
10365,E.S.E. Centro de Salud San Bernardo
10367,E.S.E. San Jorge - Ayapel
10469,E.S.E. Hospital San Antonio - Guamo
10603,Concordia - Magdalena
10614,E.S.P. Aguas de Castilla S.A.
10679,E.S.E. Centro de Salud - Ventaquemada
10689,E.S.E. Hospital la Buena Esperanza - Yumbo
10695,Coomeva Entidad Promotora de Salud S.A.
10714,E.S.E. Centro Hospital Guaitarilla
10736,E.S.E. Hospital San Carlos - San Pablo
10754,E.S.E. Centro de Salud Municipal de Cartago
10771,Terminal de Transportes de Aguazul el Garcero del Llano E.I.C.E.
10821,Centro de Salud Santo Domingo Savio
10866,E.S.E. Hospital Mental de Risaralda - Pereira
10871,E.S.E. Camu de Buenavista
10900,Fondo de Fomento Cauchero
10918,E.S.P. Aguas Andaki S.A.
10961,E.S.E. Hospital San Juan del Suroeste - Hispania
10971,E.S.E. Puesto de Salud San Miguel - Tuta
10975,E.S.P. Caudales de Colombia S.A.S
11008,E.S.E. Hospital San Juan
11075,I.P.S. Centro de Salud de Sucre Santander
11103,Colegio Integrado Nacional Oriente de Caldas
11230,E.S.E. Hospital Mental de Antioquia - Homo
11237,Fondo de Desarrollo de Proyectos de Cundinamarca
11353,C.P.G.A. del Sur del Huila
11363,E.S.E. de Ocamonte Santander
11393,Empresa de Desarrollo Competitividad y Productividad de Guarne
11471,Cooperativa de Salud Comunitaria Empresa Promotora de Salud Subsidiada
11499,E.S.E. Hospital Dptal. San Rafael - Espinal
11515,Instituto para el Desarrollo Municipal de Santander
11563,E.S.P. Empresas Municipales de Villa del Rosario
11625,Entidad Promotora de Salud Servicio Occidental de Salud S.A S.O.S.
11654,"E.S.P. Acueducto, Alcantarillado y Aseo de Tenjo S.A."
11732,E.S.E. Camu - Momil
11751,E.S.E. Hospital Guillermo Gaviria Correa - Caicedo
11770,E.S.E. Centro de Salud Siachoque
11830,E.S.P. Aguas con Futuro S.A.
11875,Junta Municipal de Ferias y Exposiciones Agropecuarias de Girardot
11996,Sistema Integrado de Transporte de Valledupar S.A.S.
12009,Agencia de Cundinamarca para la Paz y la Convivencia
12013,E.S.P. Domiciliarios Aguas del Upia S.A.S.
12101,E.S.E. Hospital de Puerto Colombia
12105,E.S.E. Hospital de Candelaria
12151,I.P.S. Centro de Salud los Santos - Santander
12158,E.S.E. Hospital Carlos Torrente Llanos - Santa Isabel
12173,E.S.E. Hospital de Castilla La Nueva
12221,Hatillo de Loba
12248,E.P.S.I. Pijaos Salud
12315,E.S.E. Centro de Salud San Judas Tadeo
12321,Instituto Municipal de Empleo y Fomento Empresarial Bucaramanga
12335,Fondo de Vivienda Obrera - Tibasosa
12373,Empresa Municipal de Servicios de Aseo - Riosucio
12442,Oleoducto de Colombia S.A.
12505,Empresa de Desarrollo Urbano del Norte de Antioquia
12509,E.S.E. Centro de Salud de Cuaspud Carlosama
12551,E.S.E. Hospital San Francisco Javier del Municipio de Acevedo
12610,La Celia
12728,"E.S.P. Empresa de Acueducto, Alcantarillado y Aseo de Buenavista S.A."
12741,E.S.P. Aguas del Cesar S.A.
12749,E.S.E. Camu - San Antero
12750,Banco Inmobiliario de Floridablanca
12757,E.S.E. Hospital Octavio Olivares - Puerto Nare
12780,E.S.E. Hospital San Lucas - El Molino
12789,Instituto de Cultura - El Carmen de Viboral
12821,Hospital Alejandro Maestre - El Dificil (Ariguani)
12872,Terminal de Transportes del Socorro S.A.
12888,E.S.E. Hospital La Merced
12891,E.S.E. Hospital Local Calamar - Calamar
12908,E.S.P. de Alcantarillado y Acueducto del Municipio de Ricaurte S.A.S.
13066,Instituto Departamental de Cultura y Turismo de Cundinamarca
13118,E.S.E. Hospital Santo Domingo - Casabianca
13148,E.S.E. Hospital San Rafael
13160,E.S.P. Electrificadora del Huila S.A.
13186,Agencia Distrital de Infraestructura
13319,I.P.S. Dusakawui
13369,Universidad Colegio Mayor de Cundinamarca
13568,E.S.E. Hospital de Ponedera
13656,E.S.E. Hospital San Juan de Dios - Abejorral
13756,Financiera de Desarrollo Nacional S.A.
13838,E.S.P. de Roncesvalles S.A.
13916,E.S.E. Hospital Marco Felipe Afanador de Tocaima
13937,Empresa de Desarrollo Urbano y Rural del Municipio de El Carmen de Viboral
13978,E.S.E. Centro de Salud de Toca
